candidate_id,family,side,horizon,surface_type,bucket,events,independent_days,max_day_share,median_return_bp,positive_rate,net_bp_after_0_00015,MFE_MAE_ratio,observable_entry_predicates,suggested_formal_replay_direction,stop_candidate_idea,target_candidate_idea,expiry_candidate_idea,known_weaknesses,required_next_validation
CAND_BTC_VWAP_DEV_SHORT_6_100200_V1,VWAP_DEVIATION_REVERSION,SHORT,6,vwap_bucket_only,VWAP_100_200BP,305,31,0.101639,6.278237,0.639344,6.000482,1.80852,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_12_60100_V1,VWAP_DEVIATION_REVERSION,SHORT,12,vwap_bucket_only,VWAP_60_100BP,508,49,0.080709,6.510299,0.67126,5.418368,1.790066,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_60_60100_V1,VWAP_DEVIATION_REVERSION,SHORT,60,vwap_bucket_only,VWAP_60_100BP,507,49,0.080868,9.112698,0.593688,5.095662,1.390784,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_24_4560_V1,VWAP_DEVIATION_REVERSION,SHORT,24,vwap_bucket_only,VWAP_45_60BP,426,54,0.044601,7.863228,0.673709,5.075249,2.113265,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,24 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_6_100200_V1,VWAP_DEVIATION_REVERSION,LONG,6,vwap_bucket_only,VWAP_100_200BP,423,30,0.096927,5.298154,0.65721,5.054542,1.790882,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_12_4560_V1,VWAP_DEVIATION_REVERSION,SHORT,12,vwap_bucket_only,VWAP_45_60BP,427,54,0.044496,6.003934,0.697892,4.966764,2.117161,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_60_4560_V1,VWAP_DEVIATION_REVERSION,LONG,60,vwap_bucket_only,VWAP_45_60BP,371,52,0.051213,7.336788,0.606469,4.598498,1.392905,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_6_4560_V1,VWAP_DEVIATION_REVERSION,LONG,6,vwap_bucket_only,VWAP_45_60BP,371,52,0.051213,4.975138,0.684636,4.043485,2.327621,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_6_4560_V1,VWAP_DEVIATION_REVERSION,SHORT,6,vwap_bucket_only,VWAP_45_60BP,427,54,0.044496,4.686986,0.704918,4.008096,2.117161,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_6_60100_V1,VWAP_DEVIATION_REVERSION,SHORT,6,vwap_bucket_only,VWAP_60_100BP,508,49,0.080709,4.387097,0.661417,3.619617,1.790066,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_3_100200_V1,VWAP_DEVIATION_REVERSION,SHORT,3,vwap_bucket_only,VWAP_100_200BP,305,31,0.101639,4.227196,0.645902,3.528666,1.80852,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_12_60100_V1,VWAP_DEVIATION_REVERSION,LONG,12,vwap_bucket_only,VWAP_60_100BP,454,42,0.081498,4.495627,0.625551,3.39324,1.611046,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_3_100200_V1,VWAP_DEVIATION_REVERSION,LONG,3,vwap_bucket_only,VWAP_100_200BP,423,30,0.096927,3.826915,0.661939,3.306174,1.790882,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_6_60100_V1,VWAP_DEVIATION_REVERSION,LONG,6,vwap_bucket_only,VWAP_60_100BP,454,42,0.081498,4.51781,0.65859,3.054934,1.611046,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_60_60100_V1,VWAP_DEVIATION_REVERSION,LONG,60,vwap_bucket_only,VWAP_60_100BP,454,42,0.081498,4.693392,0.557269,2.884729,1.164553,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_24_60100_V1,VWAP_DEVIATION_REVERSION,LONG,24,vwap_bucket_only,VWAP_60_100BP,454,42,0.081498,4.763715,0.588106,2.699599,1.611046,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,24 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_3_60100_V1,VWAP_DEVIATION_REVERSION,SHORT,3,vwap_bucket_only,VWAP_60_100BP,508,49,0.080709,3.439792,0.663386,2.537075,1.790066,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_3_4560_V1,VWAP_DEVIATION_REVERSION,SHORT,3,vwap_bucket_only,VWAP_45_60BP,426,54,0.044601,2.753351,0.678404,2.378103,2.113685,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_3_4560_V1,VWAP_DEVIATION_REVERSION,LONG,3,vwap_bucket_only,VWAP_45_60BP,371,52,0.051213,3.61207,0.665768,2.334727,2.327621,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_3_60100_V1,VWAP_DEVIATION_REVERSION,LONG,3,vwap_bucket_only,VWAP_60_100BP,454,42,0.081498,3.21127,0.645374,1.950704,1.611046,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_SHORT_24_REJ_STRONGGE045_V1,EXHAUSTION_REVERSAL,SHORT,24,rejection_bucket_only,STRONG_GE_0_45,100,45,0.05,13.41967,0.68,9.920775,1.452713,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,24 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_SHORT_12_REJ_STRONGGE045_V1,EXHAUSTION_REVERSAL,SHORT,12,rejection_bucket_only,STRONG_GE_0_45,100,45,0.05,11.190435,0.7,8.727355,1.452713,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_SHORT_60_REJ_STRONGGE045_V1,EXHAUSTION_REVERSAL,SHORT,60,rejection_bucket_only,STRONG_GE_0_45,100,45,0.05,9.53217,0.64,7.52153,1.249282,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_SHORT_6_REJ_STRONGGE045_V1,EXHAUSTION_REVERSAL,SHORT,6,rejection_bucket_only,STRONG_GE_0_45,100,45,0.05,6.593009,0.65,5.470833,1.452713,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_SHORT_3_REJ_STRONGGE045_V1,EXHAUSTION_REVERSAL,SHORT,3,rejection_bucket_only,STRONG_GE_0_45,100,45,0.05,4.266486,0.67,2.922574,1.452713,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,3 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_60_VOL_Q9095_V1,VWAP_DEVIATION_REVERSION,SHORT,60,volume_bucket_only,Q90_95,166,45,0.060241,13.88144,0.638554,13.439985,1.517459,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_SHORT_24_VOL_Q95PLUS_V1,EXHAUSTION_REVERSAL,SHORT,24,volume_bucket_only,Q95_PLUS,144,54,0.048611,14.626353,0.722222,13.288867,1.873215,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,24 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_SHORT_12_VOL_Q95PLUS_V1,EXHAUSTION_REVERSAL,SHORT,12,volume_bucket_only,Q95_PLUS,144,54,0.048611,11.622109,0.722222,10.55092,1.873215,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_24_VOL_Q9095_V1,VWAP_DEVIATION_REVERSION,LONG,24,volume_bucket_only,Q90_95,172,45,0.069767,10.971698,0.69186,9.414598,1.881786,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,24 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_60_VOL_Q9095_V1,VWAP_DEVIATION_REVERSION,LONG,60,volume_bucket_only,Q90_95,172,45,0.069767,8.763211,0.651163,9.230175,1.462999,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_60_VOL_BELOWQ75_V1,VWAP_DEVIATION_REVERSION,LONG,60,volume_bucket_only,BELOW_Q75,460,44,0.054348,8.524302,0.597826,8.995988,1.60668,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_24_VOL_BELOWQ75_V1,VWAP_DEVIATION_REVERSION,LONG,24,volume_bucket_only,BELOW_Q75,460,44,0.054348,6.810485,0.658696,8.402881,2.358769,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,24 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_SHORT_6_VOL_Q95PLUS_V1,EXHAUSTION_REVERSAL,SHORT,6,volume_bucket_only,Q95_PLUS,144,54,0.048611,8.792533,0.722222,8.065725,1.873215,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,6 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_60_VOL_Q7590_V1,VWAP_DEVIATION_REVERSION,SHORT,60,volume_bucket_only,Q75_90,327,50,0.06422,10.300153,0.626911,7.530748,1.449665,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_24_VOL_Q95PLUS_V1,VWAP_DEVIATION_REVERSION,SHORT,24,volume_bucket_only,Q95_PLUS,319,53,0.053292,9.346195,0.667712,7.330329,1.610946,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,24 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_LONG_12_VOL_Q9095_V1,VWAP_DEVIATION_REVERSION,LONG,12,volume_bucket_only,Q90_95,172,45,0.069767,8.054645,0.72093,7.316183,1.881786,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",LONG replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,12 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_VWAP_DEV_SHORT_24_VOL_Q9095_V1,VWAP_DEVIATION_REVERSION,SHORT,24,volume_bucket_only,Q90_95,166,45,0.060241,9.237121,0.626506,6.862658,1.537756,"Sprint 06 observable VWAP deviation predicate: price stretched from DayVWAP bucket with stall/rejection, session/regime recorded; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Beyond deviation event extreme or volatility-based hard stop; define before replay.,DayVWAP touch or fixed-R target candidate; choose one before replay.,24 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
CAND_BTC_EXH_SHORT_60_VOL_Q95PLUS_V1,EXHAUSTION_REVERSAL,SHORT,60,volume_bucket_only,Q95_PLUS,144,54,0.048611,11.136679,0.618056,6.785935,1.293189,"Sprint 06 observable exhaustion predicate: prior impulse, high volume quantile, rejection/stall, delta dominance, VWAP stretch; outcomes are excluded from entry predicates.",SHORT replay after event close; earliest entry next M1 bar open.,Opposite side of exhaustion/rejection event bar or recent impulse extreme; define before replay.,VWAP touch or fixed-R target candidate; choose one before replay.,60 bars after activation as discovery-derived candidate expiry; freeze before replay.,"Discovery-only economics; no Backtester replay, no same-bar audit, no true holdout.","Write formal replay spec, deterministic mapper, Backtester replay, cost stress, same-bar review, source concentration, true holdout."
